,keyword,title,summary,date,href
413,финтех,"Петя Димитрова на “Fintech Summit 2021“: Банките вече са високотехнологични институции, готови да обслужват клиентите си дигитално","Петя Димитрова, главен изпълнителен директор и председател на Управителния съвет на Пощенска банка взе участие в годишната конференция “Fintech Summit 2021“. ",31 март 2021,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%bd%d0%b0-fintech-summit-2021-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b8%d1%82%d0%b5-%d0%b2%d0%b5%d1%87%d0%b5-2/
414,финтех,"Петя Димитрова, главен изпълнителен директор и председател на управителния съвет на Пощенска банка: Дигиталната трансформация ще бъде във фокуса ни през следващите години","Петя Димитрова е главен изпълнителен директор и председател на управителния съвет на Пощенска банка. Начело на финансовата институция е от 2012 г., а кариерата й в нея започва през 2003 г. В ролята на главен финансов директор. Преди това е работила за “ПрайсуотърхаусКупърс”, както и за посолството на САЩ В София. В момента е и член на управителните съвети на Асоциацията на банките в България, БОРИХА, фондация “Атанас Буров”, сдружение “Ендевър България” и Международния банков институт. Член е и на Университетския съвет на Американския университет в България, Форума на младите световни лидери към Световния икономически форум, както и на Young Presidents’ Organization (YPO) и др.",25 април 2018,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%b3%d0%bb%d0%b0%d0%b2%d0%b5%d0%bd-%d0%b8%d0%b7%d0%bf%d1%8a%d0%bb%d0%bd%d0%b8%d1%82%d0%b5%d0%bb%d0%b5%d0%bd-%d0%b4-18/
415,финтех,"Петя Димитрова, главен изпълнителен директор и председател на УС на Пощенска банка","Едно е сигурно – технологиите ще продължат да бъдат водещи и да определят както продуктите, които предлагаме, така и услугите, които се стремим да подобряваме. ",2 ноември 2017,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%b3%d0%bb%d0%b0%d0%b2%d0%b5%d0%bd-%d0%b8%d0%b7%d0%bf%d1%8a%d0%bb%d0%bd%d0%b8%d1%82%d0%b5%d0%bb%d0%b5%d0%bd-%d0%b4-17/
416,финтех,"Петя Димитрова, главен изпълнителен директор и председател на УС на Пощенска банка","Петя Димитрова, главен изпълнителен директор и председател на УС на Пощенска банка, коментира пред сп. “Forbes” ключовите тенденции в банковия сектор: нивата на лихвите, възможностите за инвестиране и перспективите за дигитализация.",6 декември 2019,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%b3%d0%bb%d0%b0%d0%b2%d0%b5%d0%bd-%d0%b8%d0%b7%d0%bf%d1%8a%d0%bb%d0%bd%d0%b8%d1%82%d0%b5%d0%bb%d0%b5%d0%bd-%d0%b4-21/
417,финтех,"Петя Димитрова, главен изпълнителен директор и председател на УС на Пощенска банка: С иновации променяме банкирането",Интервю за сп. „Икономика“.,24 март 2021,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%b3%d0%bb%d0%b0%d0%b2%d0%b5%d0%bd-%d0%b8%d0%b7%d0%bf%d1%8a%d0%bb%d0%bd%d0%b8%d1%82%d0%b5%d0%bb%d0%b5%d0%bd-%d0%b4-25/
418,финтех,"Петя Димитрова, Мисис Икономика 2018: Дигитализацията е дълъг път, който ще извървим","Петя Димитрова, Мисис Икономика 2018: Дигитализацията е дълъг път, който ще извървим
сп. “Икономика” Петя Димитрова е главен изпълнителен директор и председател на Управителния съвет на Пощенска банка. Член е и на УС на Асоциацията на банките в България Изпълнена съм c респект и благодарност към всички, които са оценили нашия труд и нашето развитие през тези години. Това е награда за целия ни екип. Резултатите ни
20 декември 2018
Научете повече",20 декември 2018,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%bc%d0%b8%d1%81%d0%b8%d1%81-%d0%b8%d0%ba%d0%be%d0%bd%d0%be%d0%bc%d0%b8%d0%ba%d0%b0-2018-%d0%b4%d0%b8%d0%b3%d0%b8/
419,финтех,"Петя Димитрова: “Обединяваме се с Банка Пиреос, за да предоставим още повече възможности за клиентите ни“","Това подчерта в интервю за в. “Банкеръ” Петя Димитрова, главен изпълнителен директор и председател на УС на Пощенска банка. В материала тя посочва, че въвеждането на технологични и иновативни решения е пътят, по който Пощенска банка уверено върви.",8 октомври 2019,https://mediacenter.postbank.bg/%d0%bf-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%be%d0%b1%d0%b5%d0%b4%d0%b8%d0%bd%d1%8f%d0%b2%d0%b0%d0%bc%d0%b5-%d1%81%d0%b5-%d1%81-%d0%bf%d0%b8%d1%80%d0%b5%d0%be%d1%81/
420,финтех,Петя Димитрова: Tехнологиите променят модела на банкиране,Инерцията на ниските лихви в България ще продължи още.,2 декември 2016,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-t%d0%b5%d1%85%d0%bd%d0%be%d0%bb%d0%be%d0%b3%d0%b8%d0%b8%d1%82%d0%b5-%d0%bf%d1%80%d0%be%d0%bc%d0%b5%d0%bd%d1%8f%d1%82/
421,финтех,Петя Димитрова: Дигитализацията на банкирането е наша мисия,"Петя Димитрова: Дигитализацията на банкирането е наша мисия
Сп. “Икономика” Движим се с темпото на клиентите си, но и се стремим да бъдем с една крачка пред тях Г-жо Димитрова, кой е въпросът, който като банкер си задавате напоследък? - Въпросът, който ме вълнува, не е само един. Но може би най-важните в този момент са – дали и тази година ръстът на
20 март 2018
Научете повече",20 март 2018,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%b4%d0%b8%d0%b3%d0%b8%d1%82%d0%b0%d0%bb%d0%b8%d0%b7%d0%b0%d1%86%d0%b8%d1%8f%d1%82%d0%b0-%d0%bd%d0%b0-%d0%b1%d0%b0/
422,финтех,Петя Димитрова: Дигитализацията ни зададе още по-амбициозни цели за бъдещето,"Интервю на Петя Димитрова, главен изпълнителен директор и председател на УС на Пощенска банка за финансово-икономическия сайт Economy.bg.",28 септември 2021,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%b4%d0%b8%d0%b3%d0%b8%d1%82%d0%b0%d0%bb%d0%b8%d0%b7%d0%b0%d1%86%d0%b8%d1%8f%d1%82%d0%b0-%d0%bd%d0%b8-%d0%b7%d0%b0/
423,финтех,Петя Димитрова: Дигиталното бъдеще е сега,"Интервю с Петя Димитрова, главен изпълнителен директор и председател на Управителния съвет на Пощенска банка. Вестник “24 часа”.",10 юли 2021,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%b4%d0%b8%d0%b3%d0%b8%d1%82%d0%b0%d0%bb%d0%bd%d0%be%d1%82%d0%be-%d0%b1%d1%8a%d0%b4%d0%b5%d1%89%d0%b5-%d0%b5-%d1%81/
424,финтех,Петя Димитрова: Незабавните плащания са новата нормалност и банките са част от нея,"Интервю на Петя Димитрова, главен изпълнителен директор и председател на УС на Пощенска банка за Bloomberg TV Bulgaria.",4 юни 2021,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%bd%d0%b5%d0%b7%d0%b0%d0%b1%d0%b0%d0%b2%d0%bd%d0%b8%d1%82%d0%b5-%d0%bf%d0%bb%d0%b0%d1%89%d0%b0%d0%bd%d0%b8%d1%8f/
425,финтех,Петя Димитрова: Пощенска банка предлага иновации с баланс между дигитализацията и индивидуалното обслужване,Интервю за “Капитал” преди конференцията Fintech Summit 2022. ,22 март 2022,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d0%bf%d1%80%d0%b5%d0%b4%d0%bb%d0%b0/
426,финтех,Петя Димитрова: Регулациите продължават да бъдат едно от най-сериозните предизвикателства,Главният изпълнителен директор и председател на управителния съвет на Пощенска банка пред “Капитал”.,6 май 2017,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d1%80%d0%b5%d0%b3%d1%83%d0%bb%d0%b0%d1%86%d0%b8%d0%b8%d1%82%d0%b5-%d0%bf%d1%80%d0%be%d0%b4%d1%8a%d0%bb%d0%b6%d0%b0/
427,финтех,Петя Димитрова: Успехът е само стъпало към нов успех,"74,5 милиарда лева са депозитите в банките, това показва доверието в системата, казва главният изпълнителен директор на Пощенска банка. ",29 юни 2017,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d1%83%d1%81%d0%bf%d0%b5%d1%85%d1%8a%d1%82-%d0%b5-%d1%81%d0%b0%d0%bc%d0%be-%d1%81%d1%82%d1%8a%d0%bf%d0%b0%d0%bb%d0%be/
428,финтех,Петя Димитрова: “Дигитализацията с фокус върху потребителското преживяване движи стратегията на Пощенска банка за 2020”,"Петя Димитрова, главен изпълнителен директор и председател на Управителния съвет на Пощенска банка, е представена на корицата на последния брой на списание „Bulgaria on Air“. ",3 януари 2020,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%b4%d0%b8%d0%b3%d0%b8%d1%82%d0%b0%d0%bb%d0%b8%d0%b7%d0%b0%d1%86%d0%b8%d1%8f%d1%82%d0%b0-%d1%81-%d1%84%d0%be/
